13,(13, 0)
13,(13, 0)
13,(13, 0)
13,(13, 0)
13,(13, 0)
13,(13, 0)
14,(14, 1)
14,(14, 1)
14,(14, 1)
14,(14, 1)
14,(14, 1)
14,(14, 1)
14,(14, 2)
13,(13, 3)
13,(13, 3)
13,(13, 3)
13,(13, 3)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
17,(17, 5)
5,(5, 6)
5,(5, 6)
5,(5, 6)
5,(5, 6)
5,(5, 7)
5,(5, 7)
5,(5, 7)
5,(5, 7)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
10,(10, 8)
14,(14, 9)
14,(14, 9)
14,(14, 9)
14,(14, 9)
1,(1, 10)
1,(1, 10)
1,(1, 10)
1,(1, 10)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
4,(4, 11)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
1,(1, 12)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
13,(13, 14)
17,(17, 15)
17,(17, 15)
17,(17, 15)
17,(17, 15)
9,(9, 16)
9,(9, 16)
9,(9, 16)
9,(9, 16)
9,(9, 16)
13,(13, 17)
13,(13, 17)
13,(13, 17)
13,(13, 17)
13,(13, 18)
13,(13, 18)
13,(13, 18)
13,(13, 18)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
1,(1, 19)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 20)
13,(13, 21)
13,(13, 21)
13,(13, 21)
13,(13, 21)
13,(13, 21)
2,(2, 22)
2,(2, 22)
2,(2, 22)
2,(2, 22)
2,(2, 22)
2,(2, 22)
2,(2, 22)
2,(2, 22)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
19,(19, 23)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
18,(18, 24)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
10,(10, 25)
2,(2, 26)
2,(2, 26)
2,(2, 26)
2,(2, 26)
2,(2, 26)
2,(2, 26)
10,(10, 27)
10,(10, 27)
10,(10, 27)
10,(10, 27)
10,(10, 27)
10,(10, 27)
10,(10, 28)
10,(10, 28)
10,(10, 28)
10,(10, 28)
10,(10, 28)
13,(13, 29)
13,(13, 29)
13,(13, 29)
13,(13, 29)
13,(13, 29)
13,(13, 29)
13,(13, 29)
13,(13, 29)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
17,(17, 30)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
10,(10, 31)
