15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 0)
15,(15, 1)
15,(15, 1)
15,(15, 1)
15,(15, 1)
15,(15, 1)
15,(15, 2)
15,(15, 3)
15,(15, 3)
15,(15, 3)
15,(15, 3)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
16,(16, 4)
13,(13, 5)
13,(13, 5)
13,(13, 5)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
14,(14, 6)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 7)
2,(2, 8)
2,(2, 8)
2,(2, 8)
2,(2, 9)
2,(2, 9)
2,(2, 9)
2,(2, 9)
2,(2, 10)
2,(2, 10)
2,(2, 10)
2,(2, 10)
2,(2, 10)
10,(10, 11)
10,(10, 11)
10,(10, 11)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
16,(16, 12)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
2,(2, 13)
14,(14, 14)
14,(14, 14)
14,(14, 14)
14,(14, 14)
14,(14, 14)
14,(14, 14)
14,(14, 14)
14,(14, 14)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 15)
2,(2, 16)
2,(2, 16)
2,(2, 16)
9,(9, 17)
9,(9, 17)
9,(9, 17)
9,(9, 17)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
7,(7, 18)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
2,(2, 19)
15,(15, 20)
15,(15, 20)
15,(15, 20)
2,(2, 21)
2,(2, 21)
2,(2, 21)
2,(2, 21)
2,(2, 21)
11,(11, 22)
11,(11, 22)
11,(11, 22)
11,(11, 22)
11,(11, 22)
11,(11, 22)
11,(11, 22)
11,(11, 23)
11,(11, 23)
11,(11, 23)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
10,(10, 24)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
17,(17, 25)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 26)
19,(19, 27)
19,(19, 27)
19,(19, 27)
15,(15, 28)
15,(15, 28)
15,(15, 28)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
9,(9, 29)
15,(15, 30)
15,(15, 30)
15,(15, 30)
15,(15, 30)
15,(15, 30)
15,(15, 30)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
11,(11, 31)
